,file_path,emotion
3870,data/AudioWAV\1030_TSI_DIS_XX.wav,disgust
3871,data/AudioWAV\1030_TSI_FEA_XX.wav,fear
3872,data/AudioWAV\1030_TSI_HAP_XX.wav,happy
3873,data/AudioWAV\1030_TSI_NEU_XX.wav,neutral
3874,data/AudioWAV\1030_TSI_SAD_XX.wav,sad
3875,data/AudioWAV\1030_WSI_ANG_XX.wav,angry
3876,data/AudioWAV\1030_WSI_DIS_XX.wav,disgust
3877,data/AudioWAV\1030_WSI_FEA_XX.wav,fear
3878,data/AudioWAV\1030_WSI_HAP_XX.wav,happy
3879,data/AudioWAV\1030_WSI_NEU_XX.wav,neutral
3880,data/AudioWAV\1030_WSI_SAD_XX.wav,sad
3881,data/AudioWAV\1031_DFA_ANG_XX.wav,angry
3882,data/AudioWAV\1031_DFA_DIS_XX.wav,disgust
3883,data/AudioWAV\1031_DFA_FEA_XX.wav,fear
3884,data/AudioWAV\1031_DFA_HAP_XX.wav,happy
3885,data/AudioWAV\1031_DFA_NEU_XX.wav,neutral
3886,data/AudioWAV\1031_DFA_SAD_XX.wav,sad
3887,data/AudioWAV\1031_IEO_ANG_HI.wav,angry
3888,data/AudioWAV\1031_IEO_ANG_LO.wav,angry
3889,data/AudioWAV\1031_IEO_ANG_MD.wav,angry
3890,data/AudioWAV\1031_IEO_DIS_HI.wav,disgust
3891,data/AudioWAV\1031_IEO_DIS_LO.wav,disgust
3892,data/AudioWAV\1031_IEO_DIS_MD.wav,disgust
3893,data/AudioWAV\1031_IEO_FEA_HI.wav,fear
3894,data/AudioWAV\1031_IEO_FEA_LO.wav,fear
3895,data/AudioWAV\1031_IEO_FEA_MD.wav,fear
3896,data/AudioWAV\1031_IEO_HAP_HI.wav,happy
3897,data/AudioWAV\1031_IEO_HAP_LO.wav,happy
3898,data/AudioWAV\1031_IEO_HAP_MD.wav,happy
3899,data/AudioWAV\1031_IEO_NEU_XX.wav,neutral
3900,data/AudioWAV\1031_IEO_SAD_HI.wav,sad
3901,data/AudioWAV\1031_IEO_SAD_LO.wav,sad
3902,data/AudioWAV\1031_IEO_SAD_MD.wav,sad
3903,data/AudioWAV\1031_IOM_ANG_XX.wav,angry
3904,data/AudioWAV\1031_IOM_DIS_XX.wav,disgust
3905,data/AudioWAV\1031_IOM_FEA_XX.wav,fear
3906,data/AudioWAV\1031_IOM_HAP_XX.wav,happy
3907,data/AudioWAV\1031_IOM_NEU_XX.wav,neutral
3908,data/AudioWAV\1031_IOM_SAD_XX.wav,sad
3909,data/AudioWAV\1031_ITH_ANG_XX.wav,angry
3910,data/AudioWAV\1031_ITH_DIS_XX.wav,disgust
3911,data/AudioWAV\1031_ITH_FEA_XX.wav,fear
3912,data/AudioWAV\1031_ITH_HAP_XX.wav,happy
3913,data/AudioWAV\1031_ITH_NEU_XX.wav,neutral
3914,data/AudioWAV\1031_ITH_SAD_XX.wav,sad
3915,data/AudioWAV\1031_ITS_ANG_XX.wav,angry
3916,data/AudioWAV\1031_ITS_DIS_XX.wav,disgust
3917,data/AudioWAV\1031_ITS_FEA_XX.wav,fear
3918,data/AudioWAV\1031_ITS_HAP_XX.wav,happy
3919,data/AudioWAV\1031_ITS_NEU_XX.wav,neutral
3920,data/AudioWAV\1031_ITS_SAD_XX.wav,sad
3921,data/AudioWAV\1031_IWL_ANG_XX.wav,angry
3922,data/AudioWAV\1031_IWL_DIS_XX.wav,disgust
3923,data/AudioWAV\1031_IWL_FEA_XX.wav,fear
3924,data/AudioWAV\1031_IWL_HAP_XX.wav,happy
3925,data/AudioWAV\1031_IWL_NEU_XX.wav,neutral
3926,data/AudioWAV\1031_IWL_SAD_XX.wav,sad
3927,data/AudioWAV\1031_IWW_ANG_XX.wav,angry
3928,data/AudioWAV\1031_IWW_DIS_XX.wav,disgust
3929,data/AudioWAV\1031_IWW_FEA_XX.wav,fear
3930,data/AudioWAV\1031_IWW_HAP_XX.wav,happy
3931,data/AudioWAV\1031_IWW_NEU_XX.wav,neutral
3932,data/AudioWAV\1031_IWW_SAD_XX.wav,sad
3933,data/AudioWAV\1031_MTI_ANG_XX.wav,angry
3934,data/AudioWAV\1031_MTI_DIS_XX.wav,disgust
3935,data/AudioWAV\1031_MTI_FEA_XX.wav,fear
3936,data/AudioWAV\1031_MTI_HAP_XX.wav,happy
3937,data/AudioWAV\1031_MTI_NEU_XX.wav,neutral
3938,data/AudioWAV\1031_MTI_SAD_XX.wav,sad
3939,data/AudioWAV\1031_TAI_ANG_XX.wav,angry
3940,data/AudioWAV\1031_TAI_DIS_XX.wav,disgust
3941,data/AudioWAV\1031_TAI_FEA_XX.wav,fear
3942,data/AudioWAV\1031_TAI_HAP_XX.wav,happy
3943,data/AudioWAV\1031_TAI_NEU_XX.wav,neutral
3944,data/AudioWAV\1031_TAI_SAD_XX.wav,sad
3945,data/AudioWAV\1031_TIE_ANG_XX.wav,angry
3946,data/AudioWAV\1031_TIE_DIS_XX.wav,disgust
3947,data/AudioWAV\1031_TIE_FEA_XX.wav,fear
3948,data/AudioWAV\1031_TIE_HAP_XX.wav,happy
3949,data/AudioWAV\1031_TIE_NEU_XX.wav,neutral
3950,data/AudioWAV\1031_TIE_SAD_XX.wav,sad
3951,data/AudioWAV\1031_TSI_ANG_XX.wav,angry
3952,data/AudioWAV\1031_TSI_DIS_XX.wav,disgust
3953,data/AudioWAV\1031_TSI_FEA_XX.wav,fear
3954,data/AudioWAV\1031_TSI_HAP_XX.wav,happy
3955,data/AudioWAV\1031_TSI_NEU_XX.wav,neutral
3956,data/AudioWAV\1031_TSI_SAD_XX.wav,sad
3957,data/AudioWAV\1031_WSI_ANG_XX.wav,angry
3958,data/AudioWAV\1031_WSI_DIS_XX.wav,disgust
3959,data/AudioWAV\1031_WSI_FEA_XX.wav,fear
3960,data/AudioWAV\1031_WSI_HAP_XX.wav,happy
3961,data/AudioWAV\1031_WSI_NEU_XX.wav,neutral
3962,data/AudioWAV\1031_WSI_SAD_XX.wav,sad
3963,data/AudioWAV\1032_DFA_ANG_XX.wav,angry
3964,data/AudioWAV\1032_DFA_DIS_XX.wav,disgust
3965,data/AudioWAV\1032_DFA_FEA_XX.wav,fear
3966,data/AudioWAV\1032_DFA_HAP_XX.wav,happy
3967,data/AudioWAV\1032_DFA_NEU_XX.wav,neutral
3968,data/AudioWAV\1032_DFA_SAD_XX.wav,sad
3969,data/AudioWAV\1032_IEO_ANG_HI.wav,angry
3970,data/AudioWAV\1032_IEO_ANG_LO.wav,angry
3971,data/AudioWAV\1032_IEO_ANG_MD.wav,angry
3972,data/AudioWAV\1032_IEO_DIS_HI.wav,disgust
3973,data/AudioWAV\1032_IEO_DIS_LO.wav,disgust
3974,data/AudioWAV\1032_IEO_DIS_MD.wav,disgust
3975,data/AudioWAV\1032_IEO_FEA_HI.wav,fear
3976,data/AudioWAV\1032_IEO_FEA_LO.wav,fear
3977,data/AudioWAV\1032_IEO_FEA_MD.wav,fear
3978,data/AudioWAV\1032_IEO_HAP_HI.wav,happy
3979,data/AudioWAV\1032_IEO_HAP_LO.wav,happy
3980,data/AudioWAV\1032_IEO_HAP_MD.wav,happy
3981,data/AudioWAV\1032_IEO_NEU_XX.wav,neutral
3982,data/AudioWAV\1032_IEO_SAD_HI.wav,sad
3983,data/AudioWAV\1032_IEO_SAD_LO.wav,sad
3984,data/AudioWAV\1032_IEO_SAD_MD.wav,sad
3985,data/AudioWAV\1032_IOM_ANG_XX.wav,angry
3986,data/AudioWAV\1032_IOM_DIS_XX.wav,disgust
3987,data/AudioWAV\1032_IOM_FEA_XX.wav,fear
3988,data/AudioWAV\1032_IOM_HAP_XX.wav,happy
3989,data/AudioWAV\1032_IOM_NEU_XX.wav,neutral
3990,data/AudioWAV\1032_IOM_SAD_XX.wav,sad
3991,data/AudioWAV\1032_ITH_ANG_XX.wav,angry
3992,data/AudioWAV\1032_ITH_DIS_XX.wav,disgust
3993,data/AudioWAV\1032_ITH_FEA_XX.wav,fear
3994,data/AudioWAV\1032_ITH_HAP_XX.wav,happy
3995,data/AudioWAV\1032_ITH_NEU_XX.wav,neutral
3996,data/AudioWAV\1032_ITH_SAD_XX.wav,sad
3997,data/AudioWAV\1032_ITS_ANG_XX.wav,angry
3998,data/AudioWAV\1032_ITS_DIS_XX.wav,disgust
3999,data/AudioWAV\1032_ITS_FEA_XX.wav,fear
4000,data/AudioWAV\1032_ITS_HAP_XX.wav,happy
4001,data/AudioWAV\1032_ITS_NEU_XX.wav,neutral
4002,data/AudioWAV\1032_ITS_SAD_XX.wav,sad
4003,data/AudioWAV\1032_IWL_ANG_XX.wav,angry
4004,data/AudioWAV\1032_IWL_DIS_XX.wav,disgust
4005,data/AudioWAV\1032_IWL_FEA_XX.wav,fear
4006,data/AudioWAV\1032_IWL_HAP_XX.wav,happy
4007,data/AudioWAV\1032_IWL_NEU_XX.wav,neutral
4008,data/AudioWAV\1032_IWL_SAD_XX.wav,sad
4009,data/AudioWAV\1032_IWW_ANG_XX.wav,angry
4010,data/AudioWAV\1032_IWW_DIS_XX.wav,disgust
4011,data/AudioWAV\1032_IWW_FEA_XX.wav,fear
4012,data/AudioWAV\1032_IWW_HAP_XX.wav,happy
4013,data/AudioWAV\1032_IWW_NEU_XX.wav,neutral
4014,data/AudioWAV\1032_IWW_SAD_XX.wav,sad
4015,data/AudioWAV\1032_MTI_ANG_XX.wav,angry
4016,data/AudioWAV\1032_MTI_DIS_XX.wav,disgust
4017,data/AudioWAV\1032_MTI_FEA_XX.wav,fear
4018,data/AudioWAV\1032_MTI_HAP_XX.wav,happy
4019,data/AudioWAV\1032_MTI_NEU_XX.wav,neutral
4020,data/AudioWAV\1032_MTI_SAD_XX.wav,sad
4021,data/AudioWAV\1032_TAI_ANG_XX.wav,angry
4022,data/AudioWAV\1032_TAI_DIS_XX.wav,disgust
4023,data/AudioWAV\1032_TAI_FEA_XX.wav,fear
4024,data/AudioWAV\1032_TAI_HAP_XX.wav,happy
4025,data/AudioWAV\1032_TAI_NEU_XX.wav,neutral
4026,data/AudioWAV\1032_TAI_SAD_XX.wav,sad
4027,data/AudioWAV\1032_TIE_ANG_XX.wav,angry
4028,data/AudioWAV\1032_TIE_DIS_XX.wav,disgust
4029,data/AudioWAV\1032_TIE_FEA_XX.wav,fear
4030,data/AudioWAV\1032_TIE_HAP_XX.wav,happy
4031,data/AudioWAV\1032_TIE_NEU_XX.wav,neutral
4032,data/AudioWAV\1032_TIE_SAD_XX.wav,sad
4033,data/AudioWAV\1032_TSI_ANG_XX.wav,angry
4034,data/AudioWAV\1032_TSI_DIS_XX.wav,disgust
4035,data/AudioWAV\1032_TSI_FEA_XX.wav,fear
4036,data/AudioWAV\1032_TSI_HAP_XX.wav,happy
4037,data/AudioWAV\1032_TSI_NEU_XX.wav,neutral
4038,data/AudioWAV\1032_TSI_SAD_XX.wav,sad
4039,data/AudioWAV\1032_WSI_ANG_XX.wav,angry
4040,data/AudioWAV\1032_WSI_DIS_XX.wav,disgust
4041,data/AudioWAV\1032_WSI_FEA_XX.wav,fear
4042,data/AudioWAV\1032_WSI_HAP_XX.wav,happy
4043,data/AudioWAV\1032_WSI_NEU_XX.wav,neutral
4044,data/AudioWAV\1032_WSI_SAD_XX.wav,sad
4045,data/AudioWAV\1033_DFA_ANG_XX.wav,angry
4046,data/AudioWAV\1033_DFA_DIS_XX.wav,disgust
4047,data/AudioWAV\1033_DFA_FEA_XX.wav,fear
4048,data/AudioWAV\1033_DFA_HAP_XX.wav,happy
4049,data/AudioWAV\1033_DFA_NEU_XX.wav,neutral
4050,data/AudioWAV\1033_DFA_SAD_XX.wav,sad
4051,data/AudioWAV\1033_IEO_ANG_HI.wav,angry
4052,data/AudioWAV\1033_IEO_ANG_LO.wav,angry
4053,data/AudioWAV\1033_IEO_ANG_MD.wav,angry
4054,data/AudioWAV\1033_IEO_DIS_HI.wav,disgust
4055,data/AudioWAV\1033_IEO_DIS_LO.wav,disgust
4056,data/AudioWAV\1033_IEO_DIS_MD.wav,disgust
4057,data/AudioWAV\1033_IEO_FEA_HI.wav,fear
4058,data/AudioWAV\1033_IEO_FEA_LO.wav,fear
4059,data/AudioWAV\1033_IEO_FEA_MD.wav,fear
4060,data/AudioWAV\1033_IEO_HAP_HI.wav,happy
4061,data/AudioWAV\1033_IEO_HAP_LO.wav,happy
4062,data/AudioWAV\1033_IEO_HAP_MD.wav,happy
4063,data/AudioWAV\1033_IEO_NEU_XX.wav,neutral
4064,data/AudioWAV\1033_IEO_SAD_HI.wav,sad
4065,data/AudioWAV\1033_IEO_SAD_LO.wav,sad
4066,data/AudioWAV\1033_IEO_SAD_MD.wav,sad
4067,data/AudioWAV\1033_IOM_ANG_XX.wav,angry
4068,data/AudioWAV\1033_IOM_DIS_XX.wav,disgust
4069,data/AudioWAV\1033_IOM_FEA_XX.wav,fear
4070,data/AudioWAV\1033_IOM_HAP_XX.wav,happy
4071,data/AudioWAV\1033_IOM_NEU_XX.wav,neutral
4072,data/AudioWAV\1033_IOM_SAD_XX.wav,sad
4073,data/AudioWAV\1033_ITH_ANG_XX.wav,angry
4074,data/AudioWAV\1033_ITH_DIS_XX.wav,disgust
4075,data/AudioWAV\1033_ITH_FEA_XX.wav,fear
4076,data/AudioWAV\1033_ITH_HAP_XX.wav,happy
4077,data/AudioWAV\1033_ITH_NEU_XX.wav,neutral
4078,data/AudioWAV\1033_ITH_SAD_XX.wav,sad
4079,data/AudioWAV\1033_ITS_ANG_XX.wav,angry
4080,data/AudioWAV\1033_ITS_DIS_XX.wav,disgust
4081,data/AudioWAV\1033_ITS_FEA_XX.wav,fear
4082,data/AudioWAV\1033_ITS_HAP_XX.wav,happy
4083,data/AudioWAV\1033_ITS_NEU_XX.wav,neutral
4084,data/AudioWAV\1033_ITS_SAD_XX.wav,sad
4085,data/AudioWAV\1033_IWL_ANG_XX.wav,angry
4086,data/AudioWAV\1033_IWL_DIS_XX.wav,disgust
4087,data/AudioWAV\1033_IWL_FEA_XX.wav,fear
4088,data/AudioWAV\1033_IWL_HAP_XX.wav,happy
4089,data/AudioWAV\1033_IWL_NEU_XX.wav,neutral
4090,data/AudioWAV\1033_IWL_SAD_XX.wav,sad
4091,data/AudioWAV\1033_IWW_ANG_XX.wav,angry
4092,data/AudioWAV\1033_IWW_DIS_XX.wav,disgust
4093,data/AudioWAV\1033_IWW_FEA_XX.wav,fear
4094,data/AudioWAV\1033_IWW_HAP_XX.wav,happy
4095,data/AudioWAV\1033_IWW_NEU_XX.wav,neutral
4096,data/AudioWAV\1033_IWW_SAD_XX.wav,sad
4097,data/AudioWAV\1033_MTI_ANG_XX.wav,angry
4098,data/AudioWAV\1033_MTI_DIS_XX.wav,disgust
4099,data/AudioWAV\1033_MTI_FEA_XX.wav,fear
4100,data/AudioWAV\1033_MTI_HAP_XX.wav,happy
4101,data/AudioWAV\1033_MTI_NEU_XX.wav,neutral
4102,data/AudioWAV\1033_MTI_SAD_XX.wav,sad
4103,data/AudioWAV\1033_TAI_ANG_XX.wav,angry
4104,data/AudioWAV\1033_TAI_DIS_XX.wav,disgust
4105,data/AudioWAV\1033_TAI_FEA_XX.wav,fear
4106,data/AudioWAV\1033_TAI_HAP_XX.wav,happy
4107,data/AudioWAV\1033_TAI_NEU_XX.wav,neutral
4108,data/AudioWAV\1033_TAI_SAD_XX.wav,sad
4109,data/AudioWAV\1033_TIE_ANG_XX.wav,angry
4110,data/AudioWAV\1033_TIE_DIS_XX.wav,disgust
4111,data/AudioWAV\1033_TIE_FEA_XX.wav,fear
4112,data/AudioWAV\1033_TIE_HAP_XX.wav,happy
4113,data/AudioWAV\1033_TIE_NEU_XX.wav,neutral
4114,data/AudioWAV\1033_TIE_SAD_XX.wav,sad
4115,data/AudioWAV\1033_TSI_ANG_XX.wav,angry
4116,data/AudioWAV\1033_TSI_DIS_XX.wav,disgust
4117,data/AudioWAV\1033_TSI_FEA_XX.wav,fear
4118,data/AudioWAV\1033_TSI_HAP_XX.wav,happy
4119,data/AudioWAV\1033_TSI_NEU_XX.wav,neutral
4120,data/AudioWAV\1033_TSI_SAD_XX.wav,sad
4121,data/AudioWAV\1033_WSI_ANG_XX.wav,angry
4122,data/AudioWAV\1033_WSI_DIS_XX.wav,disgust
4123,data/AudioWAV\1033_WSI_FEA_XX.wav,fear
4124,data/AudioWAV\1033_WSI_HAP_XX.wav,happy
4125,data/AudioWAV\1033_WSI_NEU_XX.wav,neutral
4126,data/AudioWAV\1033_WSI_SAD_XX.wav,sad
4127,data/AudioWAV\1034_DFA_ANG_XX.wav,angry
4128,data/AudioWAV\1034_DFA_DIS_XX.wav,disgust
4129,data/AudioWAV\1034_DFA_FEA_XX.wav,fear
4130,data/AudioWAV\1034_DFA_HAP_XX.wav,happy
4131,data/AudioWAV\1034_DFA_NEU_XX.wav,neutral
4132,data/AudioWAV\1034_DFA_SAD_XX.wav,sad
4133,data/AudioWAV\1034_IEO_ANG_HI.wav,angry
4134,data/AudioWAV\1034_IEO_ANG_LO.wav,angry
4135,data/AudioWAV\1034_IEO_ANG_MD.wav,angry
4136,data/AudioWAV\1034_IEO_DIS_HI.wav,disgust
4137,data/AudioWAV\1034_IEO_DIS_LO.wav,disgust
4138,data/AudioWAV\1034_IEO_DIS_MD.wav,disgust
4139,data/AudioWAV\1034_IEO_FEA_HI.wav,fear
4140,data/AudioWAV\1034_IEO_FEA_LO.wav,fear
4141,data/AudioWAV\1034_IEO_FEA_MD.wav,fear
4142,data/AudioWAV\1034_IEO_HAP_HI.wav,happy
4143,data/AudioWAV\1034_IEO_HAP_LO.wav,happy
4144,data/AudioWAV\1034_IEO_HAP_MD.wav,happy
4145,data/AudioWAV\1034_IEO_NEU_XX.wav,neutral
4146,data/AudioWAV\1034_IEO_SAD_HI.wav,sad
4147,data/AudioWAV\1034_IEO_SAD_LO.wav,sad
4148,data/AudioWAV\1034_IEO_SAD_MD.wav,sad
4149,data/AudioWAV\1034_IOM_ANG_XX.wav,angry
4150,data/AudioWAV\1034_IOM_DIS_XX.wav,disgust
4151,data/AudioWAV\1034_IOM_FEA_XX.wav,fear
4152,data/AudioWAV\1034_IOM_HAP_XX.wav,happy
4153,data/AudioWAV\1034_IOM_NEU_XX.wav,neutral
4154,data/AudioWAV\1034_IOM_SAD_XX.wav,sad
4155,data/AudioWAV\1034_ITH_ANG_XX.wav,angry
4156,data/AudioWAV\1034_ITH_DIS_XX.wav,disgust
4157,data/AudioWAV\1034_ITH_FEA_XX.wav,fear
4158,data/AudioWAV\1034_ITH_HAP_XX.wav,happy
4159,data/AudioWAV\1034_ITH_NEU_XX.wav,neutral
4160,data/AudioWAV\1034_ITH_SAD_XX.wav,sad
4161,data/AudioWAV\1034_ITS_ANG_XX.wav,angry
4162,data/AudioWAV\1034_ITS_DIS_XX.wav,disgust
4163,data/AudioWAV\1034_ITS_FEA_XX.wav,fear
4164,data/AudioWAV\1034_ITS_HAP_XX.wav,happy
4165,data/AudioWAV\1034_ITS_NEU_XX.wav,neutral
4166,data/AudioWAV\1034_ITS_SAD_XX.wav,sad
4167,data/AudioWAV\1034_IWL_ANG_XX.wav,angry
4168,data/AudioWAV\1034_IWL_DIS_XX.wav,disgust
4169,data/AudioWAV\1034_IWL_FEA_XX.wav,fear
4170,data/AudioWAV\1034_IWL_HAP_XX.wav,happy
4171,data/AudioWAV\1034_IWL_NEU_XX.wav,neutral
4172,data/AudioWAV\1034_IWL_SAD_XX.wav,sad
4173,data/AudioWAV\1034_IWW_ANG_XX.wav,angry
4174,data/AudioWAV\1034_IWW_DIS_XX.wav,disgust
4175,data/AudioWAV\1034_IWW_FEA_XX.wav,fear
4176,data/AudioWAV\1034_IWW_HAP_XX.wav,happy
4177,data/AudioWAV\1034_IWW_NEU_XX.wav,neutral
4178,data/AudioWAV\1034_IWW_SAD_XX.wav,sad
4179,data/AudioWAV\1034_MTI_ANG_XX.wav,angry
4180,data/AudioWAV\1034_MTI_DIS_XX.wav,disgust
4181,data/AudioWAV\1034_MTI_FEA_XX.wav,fear
4182,data/AudioWAV\1034_MTI_HAP_XX.wav,happy
4183,data/AudioWAV\1034_MTI_NEU_XX.wav,neutral
4184,data/AudioWAV\1034_MTI_SAD_XX.wav,sad
4185,data/AudioWAV\1034_TAI_ANG_XX.wav,angry
4186,data/AudioWAV\1034_TAI_DIS_XX.wav,disgust
4187,data/AudioWAV\1034_TAI_FEA_XX.wav,fear
4188,data/AudioWAV\1034_TAI_HAP_XX.wav,happy
4189,data/AudioWAV\1034_TAI_NEU_XX.wav,neutral
4190,data/AudioWAV\1034_TAI_SAD_XX.wav,sad
4191,data/AudioWAV\1034_TIE_ANG_XX.wav,angry
4192,data/AudioWAV\1034_TIE_DIS_XX.wav,disgust
4193,data/AudioWAV\1034_TIE_FEA_XX.wav,fear
4194,data/AudioWAV\1034_TIE_HAP_XX.wav,happy
4195,data/AudioWAV\1034_TIE_NEU_XX.wav,neutral
4196,data/AudioWAV\1034_TIE_SAD_XX.wav,sad
4197,data/AudioWAV\1034_TSI_ANG_XX.wav,angry
4198,data/AudioWAV\1034_TSI_DIS_XX.wav,disgust
4199,data/AudioWAV\1034_TSI_FEA_XX.wav,fear
4200,data/AudioWAV\1034_TSI_HAP_XX.wav,happy
4201,data/AudioWAV\1034_TSI_NEU_XX.wav,neutral
4202,data/AudioWAV\1034_TSI_SAD_XX.wav,sad
4203,data/AudioWAV\1034_WSI_ANG_XX.wav,angry
4204,data/AudioWAV\1034_WSI_DIS_XX.wav,disgust
4205,data/AudioWAV\1034_WSI_FEA_XX.wav,fear
4206,data/AudioWAV\1034_WSI_HAP_XX.wav,happy
4207,data/AudioWAV\1034_WSI_NEU_XX.wav,neutral
4208,data/AudioWAV\1034_WSI_SAD_XX.wav,sad
4209,data/AudioWAV\1035_DFA_ANG_XX.wav,angry
4210,data/AudioWAV\1035_DFA_DIS_XX.wav,disgust
4211,data/AudioWAV\1035_DFA_FEA_XX.wav,fear
4212,data/AudioWAV\1035_DFA_HAP_XX.wav,happy
4213,data/AudioWAV\1035_DFA_NEU_XX.wav,neutral
4214,data/AudioWAV\1035_DFA_SAD_XX.wav,sad
4215,data/AudioWAV\1035_IEO_ANG_HI.wav,angry
4216,data/AudioWAV\1035_IEO_ANG_LO.wav,angry
4217,data/AudioWAV\1035_IEO_ANG_MD.wav,angry
4218,data/AudioWAV\1035_IEO_DIS_HI.wav,disgust
4219,data/AudioWAV\1035_IEO_DIS_LO.wav,disgust
4220,data/AudioWAV\1035_IEO_DIS_MD.wav,disgust
4221,data/AudioWAV\1035_IEO_FEA_HI.wav,fear
4222,data/AudioWAV\1035_IEO_FEA_LO.wav,fear
4223,data/AudioWAV\1035_IEO_FEA_MD.wav,fear
4224,data/AudioWAV\1035_IEO_HAP_HI.wav,happy
4225,data/AudioWAV\1035_IEO_HAP_LO.wav,happy
4226,data/AudioWAV\1035_IEO_HAP_MD.wav,happy
4227,data/AudioWAV\1035_IEO_NEU_XX.wav,neutral
4228,data/AudioWAV\1035_IEO_SAD_HI.wav,sad
4229,data/AudioWAV\1035_IEO_SAD_LO.wav,sad
4230,data/AudioWAV\1035_IEO_SAD_MD.wav,sad
4231,data/AudioWAV\1035_IOM_ANG_XX.wav,angry
4232,data/AudioWAV\1035_IOM_DIS_XX.wav,disgust
4233,data/AudioWAV\1035_IOM_FEA_XX.wav,fear
4234,data/AudioWAV\1035_IOM_HAP_XX.wav,happy
4235,data/AudioWAV\1035_IOM_NEU_XX.wav,neutral
4236,data/AudioWAV\1035_IOM_SAD_XX.wav,sad
4237,data/AudioWAV\1035_ITH_ANG_XX.wav,angry
4238,data/AudioWAV\1035_ITH_DIS_XX.wav,disgust
4239,data/AudioWAV\1035_ITH_FEA_XX.wav,fear
4240,data/AudioWAV\1035_ITH_HAP_XX.wav,happy
4241,data/AudioWAV\1035_ITH_NEU_XX.wav,neutral
4242,data/AudioWAV\1035_ITH_SAD_XX.wav,sad
4243,data/AudioWAV\1035_ITS_ANG_XX.wav,angry
4244,data/AudioWAV\1035_ITS_DIS_XX.wav,disgust
4245,data/AudioWAV\1035_ITS_FEA_XX.wav,fear
4246,data/AudioWAV\1035_ITS_HAP_XX.wav,happy
4247,data/AudioWAV\1035_ITS_NEU_XX.wav,neutral
4248,data/AudioWAV\1035_ITS_SAD_XX.wav,sad
4249,data/AudioWAV\1035_IWL_ANG_XX.wav,angry
4250,data/AudioWAV\1035_IWL_DIS_XX.wav,disgust
4251,data/AudioWAV\1035_IWL_FEA_XX.wav,fear
4252,data/AudioWAV\1035_IWL_HAP_XX.wav,happy
4253,data/AudioWAV\1035_IWL_NEU_XX.wav,neutral
4254,data/AudioWAV\1035_IWL_SAD_XX.wav,sad
4255,data/AudioWAV\1035_IWW_ANG_XX.wav,angry
4256,data/AudioWAV\1035_IWW_DIS_XX.wav,disgust
4257,data/AudioWAV\1035_IWW_FEA_XX.wav,fear
4258,data/AudioWAV\1035_IWW_HAP_XX.wav,happy
4259,data/AudioWAV\1035_IWW_NEU_XX.wav,neutral
4260,data/AudioWAV\1035_IWW_SAD_XX.wav,sad
4261,data/AudioWAV\1035_MTI_ANG_XX.wav,angry
4262,data/AudioWAV\1035_MTI_DIS_XX.wav,disgust
4263,data/AudioWAV\1035_MTI_FEA_XX.wav,fear
4264,data/AudioWAV\1035_MTI_HAP_XX.wav,happy
4265,data/AudioWAV\1035_MTI_NEU_XX.wav,neutral
4266,data/AudioWAV\1035_MTI_SAD_XX.wav,sad
4267,data/AudioWAV\1035_TAI_ANG_XX.wav,angry
4268,data/AudioWAV\1035_TAI_DIS_XX.wav,disgust
4269,data/AudioWAV\1035_TAI_FEA_XX.wav,fear
4270,data/AudioWAV\1035_TAI_HAP_XX.wav,happy
4271,data/AudioWAV\1035_TAI_NEU_XX.wav,neutral
4272,data/AudioWAV\1035_TAI_SAD_XX.wav,sad
4273,data/AudioWAV\1035_TIE_ANG_XX.wav,angry
4274,data/AudioWAV\1035_TIE_DIS_XX.wav,disgust
4275,data/AudioWAV\1035_TIE_FEA_XX.wav,fear
4276,data/AudioWAV\1035_TIE_HAP_XX.wav,happy
4277,data/AudioWAV\1035_TIE_NEU_XX.wav,neutral
4278,data/AudioWAV\1035_TIE_SAD_XX.wav,sad
4279,data/AudioWAV\1035_TSI_ANG_XX.wav,angry
4280,data/AudioWAV\1035_TSI_DIS_XX.wav,disgust
4281,data/AudioWAV\1035_TSI_FEA_XX.wav,fear
4282,data/AudioWAV\1035_TSI_HAP_XX.wav,happy
4283,data/AudioWAV\1035_TSI_NEU_XX.wav,neutral
4284,data/AudioWAV\1035_TSI_SAD_XX.wav,sad
4285,data/AudioWAV\1035_WSI_ANG_XX.wav,angry
4286,data/AudioWAV\1035_WSI_DIS_XX.wav,disgust
4287,data/AudioWAV\1035_WSI_FEA_XX.wav,fear
4288,data/AudioWAV\1035_WSI_HAP_XX.wav,happy
4289,data/AudioWAV\1035_WSI_NEU_XX.wav,neutral
4290,data/AudioWAV\1035_WSI_SAD_XX.wav,sad
4291,data/AudioWAV\1036_DFA_ANG_XX.wav,angry
4292,data/AudioWAV\1036_DFA_DIS_XX.wav,disgust
4293,data/AudioWAV\1036_DFA_FEA_XX.wav,fear
4294,data/AudioWAV\1036_DFA_HAP_XX.wav,happy
4295,data/AudioWAV\1036_DFA_NEU_XX.wav,neutral
4296,data/AudioWAV\1036_DFA_SAD_XX.wav,sad
4297,data/AudioWAV\1036_IEO_ANG_HI.wav,angry
4298,data/AudioWAV\1036_IEO_ANG_LO.wav,angry
4299,data/AudioWAV\1036_IEO_ANG_MD.wav,angry
4300,data/AudioWAV\1036_IEO_DIS_HI.wav,disgust
4301,data/AudioWAV\1036_IEO_DIS_LO.wav,disgust
